Date	Open	High	Low	Close	Volume
26/10/2023	1125.5	1129	1110.15	1113.25	7611267
27/10/2023	1120	1136.75	1117.97	1132.9	5885542
30/10/2023	1137	1162.5	1134.97	1156.25	8406652
31/10/2023	1164	1164	1141.45	1143.95	6404219
01/11/2023	1144.58	1158.75	1137.6	1148.7	5154595
02/11/2023	1156.97	1162.15	1153.97	1160.1	5281052
03/11/2023	1163.6	1167.47	1157.88	1159.85	4425078
06/11/2023	1166.15	1170	1162.8	1169.5	5323652
07/11/2023	1167.03	1169.55	1159.78	1161.9	3480102
08/11/2023	1166	1170.5	1160.88	1167.95	3942247
09/11/2023	1167.93	1167.95	1152.1	1155.28	7256805
10/11/2023	1152.78	1158.18	1149.03	1157.45	3867477
13/11/2023	1161.45	1162.3	1155.85	1157.3	1927405
15/11/2023	1170	1180.97	1163.5	1178.22	6110324
16/11/2023	1175.55	1187.08	1173.47	1180.35	6567455
17/11/2023	1176.45	1186.63	1176.03	1177.78	3879317
20/11/2023	1174.28	1179.2	1168.2	1174.68	2245093
21/11/2023	1183	1194	1180.1	1189.45	4107225
22/11/2023	1187.5	1197.22	1186.1	1194.1	4267407
23/11/2023	1194.1	1200	1194.1	1197.75	4265771
24/11/2023	1195.8	1201.3	1195.53	1196.95	3374743
28/11/2023	1196.95	1199.85	1187.63	1197.2	6896087
29/11/2023	1204	1205.97	1199.03	1200.35	6265653
30/11/2023	1197.35	1200.35	1184.95	1188.72	14219992
01/12/2023	1189	1198.2	1188.8	1197.15	7171421
04/12/2023	1225	1225	1199.3	1210.1	7795495
05/12/2023	1219.5	1220.43	1210.83	1218.88	6346812
06/12/2023	1223.55	1236.47	1217.5	1230.55	8211221
07/12/2023	1230	1230.47	1221	1228.53	4071048
08/12/2023	1231.93	1238.35	1222.5	1227.88	5102447
11/12/2023	1228	1233.8	1226.2	1229.68	3533069
12/12/2023	1230	1232.47	1210.08	1212.03	4598562
13/12/2023	1211	1219.18	1203.15	1216.97	5015591
14/12/2023	1227	1237.47	1221.33	1232.08	8486177
15/12/2023	1239	1250	1235.03	1247.8	7966076
18/12/2023	1247.8	1267.45	1245.47	1260.5	7082594
19/12/2023	1277.5	1286.95	1262.6	1279.05	8410302
20/12/2023	1285.53	1299.43	1260	1263.58	8868361
21/12/2023	1263.5	1286.75	1259.13	1281.28	6882727
22/12/2023	1279.8	1290.45	1273.83	1282.53	8270892
26/12/2023	1284	1295.97	1281.35	1289.03	3732832
27/12/2023	1291	1299.95	1286.55	1293.43	4602078
28/12/2023	1294.9	1306	1293.43	1302.78	6151318
29/12/2023	1305.55	1307	1289.65	1292.47	5432292
01/01/2024	1290.28	1303.43	1286.58	1295.13	2015270
02/01/2024	1292.5	1307.5	1286.5	1305.85	3724400
03/01/2024	1305	1317	1288.6	1291.65	4518768
04/01/2024	1294	1304.93	1289.55	1298.33	4806389
05/01/2024	1301.45	1309.93	1299	1303.85	4043203
08/01/2024	1305	1315.98	1284.47	1293.68	3867326
09/01/2024	1300	1303.4	1288.6	1290.25	2701537
10/01/2024	1288.5	1329.5	1287.53	1325.05	5551370
11/01/2024	1329.5	1362.5	1328.5	1359.9	11862926
12/01/2024	1359.9	1373.33	1345.75	1370.73	7506082
15/01/2024	1375	1396.45	1366	1394.13	4305297
16/01/2024	1389.98	1396.3	1370.5	1374.63	4534512
17/01/2024	1359.5	1386.28	1355.03	1361.58	6098691
18/01/2024	1351.4	1371	1351.25	1367.95	5139719
19/01/2024	1376	1376	1359	1367.45	5211352
23/01/2024	1371.75	1371.75	1322.55	1328.58	10027710
24/01/2024	1335.23	1349.5	1323.93	1343.88	10959564
25/01/2024	1342.95	1364.15	1335.2	1353.08	5904436
29/01/2024	1364.5	1452.5	1360.18	1448.05	11946719
30/01/2024	1459.95	1459.98	1404.43	1407.63	7046989
31/01/2024	1404	1434.25	1402.5	1426.63	7565113
01/02/2024	1435	1443.35	1418.05	1426.65	6674681
02/02/2024	1433.18	1474.9	1433.18	1457.7	9826294
05/02/2024	1460.75	1470.5	1431.53	1439.03	4407216
06/02/2024	1441.85	1441.85	1419.83	1427.8	4523992
07/02/2024	1435.93	1449.5	1429.25	1442.15	4648284
08/02/2024	1450	1459.48	1427.53	1450.13	7347317
09/02/2024	1454	1471.98	1450.95	1460.75	6278399
12/02/2024	1460.75	1461	1442.35	1452.35	3337215
13/02/2024	1455.5	1479	1454	1465.1	3857797
14/02/2024	1457.5	1483.65	1457.5	1481.38	3558944
15/02/2024	1483.35	1484.73	1466.53	1470.6	5003391
16/02/2024	1476.48	1477	1458.55	1460.58	4883749
19/02/2024	1462.05	1479.5	1453.53	1474	3364914
20/02/2024	1475.03	1475.5	1461.8	1471.03	3558748
21/02/2024	1474	1488.53	1457.55	1467.7	6360146
22/02/2024	1468.15	1484.95	1458	1481.75	9246864
23/02/2024	1489.5	1497.55	1483.35	1493.63	7219292
26/02/2024	1493.55	1494.53	1482.5	1487.33	3756553
27/02/2024	1483.03	1499.95	1478.05	1485.65	5413022
